"아시아투데이","X__1","X__2","X__3","X__4","X__5"
"메디플렉스 세종병원, 전문병원 한데 모인 국내 최초 복합의료기관 개원","아시아투데이","2017.02","보건복지부1 내달부터 원치 않는 1∼2인실 입원이나 선택 진료가 줄어든다.보건복지부(복지부)는 7일 서울 마포 국민건강보험공단에서 제15차 건강보험정책심의위원회를 열고 이같은 내용의 선택진료 및 상급병실에 관한 건강보험 수가 개편방향을 의결했다.이에 따라 상급종합병원과 종합병원 등 대형병원은 9월부터 일반 병상을 총 병상의 70%까지 확보해야 한다. 현행 의무확보 비율은 50%다. 43개 병원 1596개 병상의 1∼3인실 이용에 따른 비급여 상급병실료가 사라져 환자는 그간 직접 부담하던 연간 570억원가량의 비용을 줄일 수 있다.복지부는 그러나 1∼3인실을 당장 4∼6인실로 바꾸기보다는 의학적으로 단독 입원이 필요한 환자를 위한 ‘격리실’로 운영토록 유도키로 했다. 한시적으로 1∼3인실에도 별도의 수가를 마련, 건강보험을 적용키로 했다.상급종합병원 1∼2인실 입원수가는 하루 최대 19만원으로 정했다. 30%의 환자 본인부담비율에 따라 상급종합병원의 1∼2인실에 입원하는 환자는 이 중 5만8000만 부담하면 된다.4인실 위주로 개선키 위해 현재 총 병상의 50%로 돼 있는 6인실 최소 확보 의무제도도 폐지키로 했다.병원급 이상 의료기관의 선택의사 지정비율을 9월부터 현행 병원별 80%에서 67%로 낮추기로 했다. 내년에는 33%로 더 낮추기로 했다. 이 경우 405개 병원급 이상 의료기관의 선택진료 의사는 현행 1만387명에서 8073명으로 줄어든다. 환자 입장에서 선택진료 비용으로 연간 약 2212억원을 줄일 수 있을 것으로 기대된다.의료기관이 의료서비스의 질적 수준을 올리거나 환자 안전조치를 강화하는 데 따른 보상 수준은 높아진다. 종합병원급 이상 의료기관을 5개 영역, 37개 지표로 평가해 그 결과에 따라 병원별로 수가(입원환자 최대 2730원, 외래환자 최대 1320원)를 쳐주는 이른바 ‘의료질평가지원금’을 신설키로 했다. 연간 1000억원 정도의 비용이 들 전망으로, 건강보험 적용으로 환자는 본인부담비율(30%)에 따라 연간 255억원을 부담하게 될 것으로 보인다.수술과 마취 후 전문의나 전담 간호사가 환자의 회복을 돕는 ‘회복관리료’와 항암제 등 투약 안전을 관리하는 ‘항암주사관리료’, ‘항암요법 부작용 및 반응평가료’ 등 환자 안전을 강화하는 조치에 대한 적정 보상체계를 새로 마련키로 했다.10월부터 입원환자 식대 부담이 늘 전망이다. 복지부는 이날 입원환자 식대에 대한 수가 인상 및 제도개선 방안을 의결하고 관련 고시 개정을 거쳐 10월부터 시행키로 했다.이에 따라 의료기관이 입원환자에게 제공하는 식대의 수가는 2014년 식대총액과 비교해 약 986억원(6%) 수준으로 오른다. 현재 기본식사 가격은 1끼에 일반식(일반환자식, 산모식)은 3390원, 치료식(당뇨, 신장질환 등)은 4030원, 멸균식은 9950원, 분유는 1900원으로 책정됐다.의료기관이 영양사나 조리사를 직접 고용해 상근직원으로 두거나 급식 전체 과정을 직접 운영하면, ‘영양사 가산’, ‘조리사 가산’, ‘직영가산’, 환자의 메뉴선택에 따른 ‘선택가산’ 등 각종 명목으로 밥값을 500원에서 1100원까지 추가 지급한다.복지부는 복잡한 환자밥값 가산체계를 단순화해 식사의 품질과 관련이 적은 ‘직영가산’과 ‘선택가산’은 폐지하고 일반식의 영양사·조리사 가산 항목만 유지하는 쪽으로 식대 구조를 개편키로 했다.영양사 역할이 큰 치료식에 대해서는 위생과 품질관리를 위해 영양사 수가인 ‘영양관리료’를 신설키로 했다. 복지부는 식대 수가 인상 이후 입원환자 식사의 품질 등을 조사해 병원별로 가산점을 주는 방안을 연구용역을 거쳐 장기적으로 검토키로 했다.","X",NA
"대한외과학회, 전공의 수련과정 개편 …'환자안전·치료 질' 향상","아시아투데이","2017.0599999999999","가천대 길병원 전경0가천대 길병원 전경 가천대 길병원이 빅데이터를 활용한 임상연구 분석 플랫폼을 구축하는 등 임상정보를 활용한 연구 역량을 강화한다.가천대 길병원은 최근 한국IBM 빅데이터 분석 어플라이언스인 PDA(PureData System for Analytics)를 이용한 플랫폼인 ‘임상연구 검색시스템(CRDW)’을 구축했다고 16일 밝혔다. 이로써 환자 진단 정보 3000만건, 의료차트 정보 4억5000만건, 간호기록 정보 3억3000만건, 검사결과 정보 2억5000만건, 임상관찰정보 1억7000만건 등 방대한 양의 임상 데이터가 체계적으로 축척됐다. 이 시스템을 활용하면 의료진이 임상연구를 위해 환자 진료 기록, 검사 기록, 바이탈 시트, 간호일지 등을 동일한 관점 및 조건으로 추출하고 분석 가능하다. CRDW 구축으로 가천대 길병원 의료진은 빅데이터에 편리하게 접근할 수 있어, 이를 바탕으로 질병에 대한 연구 및 타 기관과의 연계 연구가 더욱 활발해 질 것으로 기대된다. 또 감염관리, 퇴원분석, 임상 질 지표 등 환자안전과 진료 질 향상을 위한 각종 지표들도 CRDW 안에 구현해 업무 효율성도 크게 높아질 것으로 보인다. 정보 통합으로 자원 낭비와 비용 절감 효과도 기대할 수 있다. 환자 개인 정보 유출을 차단하고자 의료진, 관리자 등 다양한 사용자의 접근을 지원하되 권한 설정을 통해 접근 가능한 정보의 수준을 구별했다. 가천대 길병원은 또 오프라인으로 진행되던 임상시험심사위원회(IRB) 신청 및 심의 프로세스를 온라인에서 수행할 수 있는 e-IRB 시스템도 구축했다. 이를 통해 증가하고 있는 임상연구의 효율적인 운영, 신속한 심의, 문서 표준화 등 체계적인 IRB 프로세스가 실현 가능해졌다.가천대 길병원 전산정보본부 조용균 본부장은 “이번 CRDW 구축으로 길병원은 핵심 연구분야로 삼고 있는 뇌질환 및 대사성질환 분야에서의 임상연구 역량이 크게 강화될 것이다”고 말했다.","X",NA
"""로봇 척추수술, 기존 수술보다 수술 후 인접 추간판에 부담 적다""","아시아투데이","2017.03","우리병원0평촌우리병원 평촌우리병원이 의료기관평가인증원으로부터 ‘의료기관 인증마크’를 획득했다.평촌우리병원은 의료기관평가인증원 조사위원이 지난해 11월 11~13일까지 의료기관평가인증 본 조사를 실시한 결과 각 항목에서 우수한 평가를 받아 지난 달 24일 ‘의료기관 인증마크’를 획득했다고 12일 밝혔다.보건복지부의 ‘의료기관 인증평가’는 정부가 직접 의료기관 의료서비스 질을 평가해 환자 안전과 의료 서비스 우수성을 공인해주는 제도로 인증을 획득한 의료기관은 ‘믿고 맡길 수 있는 병원’으로써 큰 의미를 두게 된다.실제 평촌우리병원은 의료기관평가인증원으로부터 환자의 권리와 안전, 의료서비스 질 향상 활동, 의료 서비스 제공과정 및 성과, 의료기관 조직 인력관리 및 운영, 환자만족도 등으로 구성된 4개 영역(기본가치체계, 환자진료체계, 행정관리체계, 성과관리체계) 308개 조사항목에서 우수한 성적을 받았다.특히 환자 한 명, 한 명에 대한 의료진과 직원들의 헌신과 배려가 조사위원으로부터 높이 평가 받았다.우리병원11박광열 병원장은 “전 직원이 단합해 오랜 기간 실사를 준비한 결과 인증 획득을 이뤄냈다”며 “이에 안주하지 않고 보다 안전하고 세심한 의료 서비스를 제공해 환자 중심 병원이 되도록 노력하겠다”고 말했다.한편, 평촌우리병원은 관절·척추 전문병원으로 전통시장·학교·기관들과 협력해 지역주민의 건강증진에 힘쓰고 있으며, 안양KGC인삼공사 프로농구단과 FC안양 프로축구단·안양한라 아이스하키단·KDB대우증권 토네이도 탁구단의 공식 지정병원으로 선수들의 부상 방지를 위해 각 경기 별로 의료지원을 진행하고 있다. 또 매월 관절척추 건강 강좌를 실시하고 의료 소외 계층에 대한 의료 봉사활동에 참여하는 등 지역사회 공헌 활동에 힘을 기울이고 있다.","X",NA
"충남대병원, '중환자실 적정성 평가'서 종합점수 100점 만점 1등급","아시아투데이","2018.0799999999999","clip201505291521480오제세 새정치민주연합 의원이 19일 국회의원실에서 인터뷰를 마치고 濟世(세상을 구제한다)라는 이름 설명과 함께 포즈를 취하고 있다./ 사진 = 박현지·임은정 아시아투데이 대학생 인턴기자아시아투데이 박현지·임은정 대학생 인턴기자 = 오제세 새정치민주연합 의원(충북 청주흥덕갑)은 29일 “증세를 통해 보편적 복지를 실현해야 한다”고 강조했다. 오 의원은 이날 국회 의원회관에서 진행된 아시아투데이와의 인터뷰에서 ‘정치’의 중요성을 강조하며 “정치는 국민 개개인에게 영향을 미친다. 가까운 우리 생활과 연관돼 있다. 정치가 바로 복지고, 일자리다. 혼자 잘 사는 것이 아닌 다 같이 잘사는 것이 정치”라고 말했다. 오 의원은 또 ‘젊은이들의 적극적인 정치참여’의 중요성을 강조하면서 투표 등 정치참여를 통해 ‘부의 양극화’와 같은 현 사회의 문제점을 시급하게 해결해야한다고 했다.오 의원은 청주에서 태어나 경기고(64회)와 서울대 법대를 나온 지역의 수재(秀才)로 3선 의원이다. 행정고등고시(11회)로 공직생활을 시작해 청주 부시장, 행정자치부 민방위 방재국장, 국민고충처리위원회 상임위원(1급), 인천광역시 행정부시장 등을 지냈다.◇ 다음은 일문일답.- 어떻게 정치인이 되었나. 정치인이 되고자 한 특별한 계기가 있었나.“정치인이 된 계기가 뚜렷하지는 않고 법학을 전공해 행시를 치르고 지방직 공무원으로 일했다. 1995년에 지방자치제도가 실시돼 고향인 청주 시장 출마를 준비하다가 국회의원으로 출마하게 됐다. 인천 행정부시장을 할 때인 2004년 17대 총선 당시 노무현 전 대통령 쪽에서 열린우리당을 창당하면서 고향 청주에 공천이 들어와 정치에 입문하게 됐다.” - 국정감사 우수의원 3회, 국회입법 및 정책 우수의원 2회 등 성실한 의정활동으로 인정받고 있다. “17대 때 정무위원회와 기재위원회에서 활동했다. 정무위원으로 일할 당시 신용협동조합이나 새마을금고 등 서민 금융기관에서는 수표를 발행할 수 없었다. 그래서 수표 발행이 실질적으로 가능하도록 하는 관련 입법을 발의·통과시켰다. 또 일반은행에 예금할 때는 이자소득에 대한 세금을 내야했지만 서민 금융기관의 경우 이자 소득에 대해 3000만원까지 비과세 혜택을 주는 법안을 통과시켰다. 이외 일반음식점 신용카드 수수료 인하 등 주로 중산층과 서민들을 위한 일을 해 왔다.”- 의정활동 및 입법에 대한 아이디어를 어떻게 얻는지 궁금하다. “민원을 검토해 진행한다. 각계각층의 이해관계자들을 만나 무상교육·노인기초연금 등과 같은 민원을 수렴해 서민을 위한 법안을 마련한다. 입법 요구가 들어오면 먼저 타당성을 검토한다. 앉아만 있으면 모르기 때문에 각계각층의 사람들을 만나서 그들이 필요로 하는 것을 귀담아 듣는다. 예를 들어 화교는 우리나라 영주권을 가지고 있지만 장애인이나 노인이 될 경우 연금 혜택을 받지 못한다. 몇 십 년 동안 세금을 내도 복지혜택을 받지 못하는 문제를 해결할 수 있는 법안을 제출해 현재 심의 중이다. 국가가 발달 장애인을 지원하는 법안을 제정하고 있다. 환자 안전법 등 서민 위주의 법안 발의에 집중하고 있다.”- 기재위에서는 어떤 활동을 하고 있나. “기재위는 우리나라 경제성장과 조세 판정 등을 위해 일한다. 최근 복지 수요가 늘어나고 있다. 이를 위해선 재정 확보가 선행돼야 한다. 지금은 복지재정이 충분히 확보되지 않아 적자가 발생하고 있다. 증세를 통해 보편적 복지를 실현해야 한다. 또한 현재 가계부채가 1000조원이 넘어가면서 우리 경제에 큰 불안요인으로 작용하고 있다. 이에 가계부채를 늘리는 정책에 문제제기를 하고 있다.”- 복지재정 확충을 위해 부자들에 대한 증세를 주장했는데. “경제협력개발기구(OECD)의 조세부담률은 국내총생산(GDP) 대비 25%다. 우리나라는 18%다. OECD에 비해 너무 낮다. 세금을 적게 걷으면 부자들이 혜택을 본다. 따라서 조세부담률을 올려야 하고 그러려면 부자들이 세금을 더 내야 한다. 현재 ‘저(低)세금-저(低)복지’ 기조인데 세금을 더 늘려서 ‘중(中)세금-중(中)복지’로 전환해야 한다. 그러려면 당연히 부자들에게 세금을 더 걷어야 한다.”- 지역구를 대표하는 일과 전체 국익과 상충되는 경우는 없는지.“별로 없다. 다른 지역과의 경합관계는 있을 수 있지만 국익에 배치되는 일을 자주 없다. 호남선 고속철 개통이 결정됐을 때 오성역에 대해 천안과 대전이 경합했다. 이렇듯 타 지역과의 경쟁이 있을 땐 자기 지역구를 위해 열심히 일한다. 지역구에 이득이 되는 것을 유치하기 위해 노력하지만 이것이 국익에 배치되는 경우는 많지 않은 것 같다.”- 우리나라 보건의료 산업의 획기적인 발전을 위해 중앙정부가 첨단의료복합단지 내 임상시험센터 건립비를 지원해야 한다고 주장했는데.“보건산업 발전을 위해서는 기본적인 인프라가 필요하다. 그 중 임상실험을 할 수 있는 병원이 중요하다. 환자치료나 약 성능 실험을 하는 병원이다. 하지만 이러한 병원은 수익 창출이 어렵다. 따라서 국비 지원을 통해 산업발전 시설을 건립해야 한다.”- 충북은 전국 최초로 도와 도교육청이 합의해 무상급식을 시행해 오고 있는데 충북도가 무상급식비 항목 중 가장 큰 비중을 차지하는 식품비(514억원)의 70%(359억 원)를 도교육청과 분담하겠다고 밝혀 충북의 무상급식 근간이 흔들릴 수 있다는 우려가 나오고 있는데.“무상급식에는 국비예산이 들어간다. 국비는 교육청에서 분담하고 있다. 도비로 지원했지만 이는 기본적으로 국비로 하는 것이 맞다. 국비 세수 비율은 국세 80%, 지방세 20%다. 국가가 80%를 국세로 받아가므로 복지는 국세에서 80%를 부담해야 한다. 복지예산은 국비로 부담해야하는데 현 정부는 복지예산을 7 대 3, 8 대 2로 지방에 부담을 주고 있다. 또한 무상급식은 복지의 기본적인 부분이며 선진국에서는 이미 보편적으로 시행되고 있다. 우리나라의 복지 지출은 선진국의 2분의 1정도로 낮은 편이다.”- 청년들의 취업난이 심각하다. 이에 대해 어떤 도움을 줄 수 있는가. “청년 일자리 부족은 세계적인 현상이지만 공공기관과 중소기업을 통해 일자리 창출을 할 수 있다. 일자리의 80~90%가 중소기업에서 나오므로 중소기업이 발전할 수 있도록 해야 한다. 그러나 이익의 대부분이 대기업에 집중되고 있다. 중소기업에는 대기업에 비해 좋은 일자리가 적고 처우가 좋지 않다. 따라서 대기업과 중소기업과 동반성장이 중요하다. 또한 사회복지서비스와 공공부문에서도 일자리가 만들어져야 한다. 이를 위해 재정이 뒷받침돼야 한다. 조세부담률을 올려 확보한 재정을 바탕으로 일반복지는 물론 사회서비스나 공공기관의 일자리 창출을 시도해야 한다. 또한 일자리에서 근로시간도 중요하다. 다른 나라에서는 근로시간을 줄여 일자리를 분배하고 있다. 근로시간을 줄이면 3사람이 할 일을 4사람이 할 수 있다.”- 정치인으로서 목표가 있다면.“양극화 해소와 서민이 잘사는 사회를 만드는 것이 목표다. 젊은이들이 정치에 관심을 갖고 적극 참여해주길 바란다. 과거 일제강점기 및 군부독재 시절에는 독립과 민주화 운동이 과제였다. 지금은 부의 불평등 사회에서는 양극화를 해소하고 함께 잘사는 평등하고 정의로운 경제와 사회를 만드는 것이 우리의 과제다. 이는 정치를 통해서만 이루어질 수 있다.그러므로 지금 정치권이 잘못되고 있는 부분을 20·30대가 치열하게 정치를 해 발전시켜야 한다. 정치를 한다는 것은 문제의식을 갖고 투표를 하는 행위에서 출발한다. 청년 일자리가 없다면 지금 정부에 대해 문제제기를 해야 한다. 공약이 지켜지지 않는 정당은 투표로 평가해야 한다. 정치는 국민 개개인에게 영향을 미친다. 가까운 우리 생활과 연관돼 있다. 정치가 바로 복지고, 일자리다. 혼자 잘 사는 것이 아닌 다 같이 잘사는 것이 정치다.”","X",NA
"충남대병원, '유소아 급성중이염 항생제 적정성 평가'서 6년 연속 1등급","아시아투데이","2018.0799999999999","이대목동병원 전경1 서울 이대목동병원 신생아 중환자실에서 신생아 4명이 사망한 가운데, 병원 측이 사고 원인의 객관적 규명을 위해 외부전문가로 구성된 역학전문조사팀을 가동한다.19일 병원 측에 따르면 역학전문조사팀은 김남중 서울대의대 감염내과 교수를 단장으로 분야별 전문가 5명이 참여한다. 조사팀에는 김의종 서울의대 진단검사의학과 교수(미생물)·기모란 국민암센터 예방의학과 교수(역학)·최병민 고려대의대 소아청소년과 교수(신생아분과)·김소영 가톨릭의대 소아청소년과 교수(신생아분과)·천자혜 세브란스병원 간호사(환자안전점검) 등이 참여했다. 병원 자체 조사와 별도로 외부 전문가들을 초빙해 신생아 사망원인을 객관적으로 밝히기 위한 조치로, 서울의대·국민암센터·고려대의대·가톨릭의대·세브란스병원 등 다양한 기관에 소속된 전문가들이 참여해 조사 객관성을 더할 수 있을 것이라고 병원 측은 설명했다.병원 측은 질병관리본부와 국립과학수사연구원 등 관계 당국과도 유기적으로 협조해 신생아 사망 사고의 실체적 원인을 조속히 규명하는데 주력키로 했다.","○","신생아     집단사망"
"이대여성암병원 유방암·갑상선암센터, 삶의 질 중시 치료법 인기","아시아투데이","2018.0799999999999","이대목동병원 전경1 서울 이대목동병원 신생아 중환자실에서 신생아 4명이 사망한 가운데, 병원 측이 사고 원인의 객관적 규명을 위해 외부전문가로 구성된 역학전문조사팀을 가동한다.19일 병원 측에 따르면 역학전문조사팀은 김남중 서울대의대 감염내과 교수를 단장으로 분야별 전문가 5명이 참여한다. 조사팀에는 김의종 서울의대 진단검사의학과 교수(미생물)·기모란 국민암센터 예방의학과 교수(역학)·최병민 고려대의대 소아청소년과 교수(신생아분과)·김소영 가톨릭의대 소아청소년과 교수(신생아분과)·천자혜 세브란스병원 간호사(환자안전점검) 등이 참여했다. 병원 자체 조사와 별도로 외부 전문가들을 초빙해 신생아 사망원인을 객관적으로 밝히기 위한 조치로, 서울의대·국민암센터·고려대의대·가톨릭의대·세브란스병원 등 다양한 기관에 소속된 전문가들이 참여해 조사 객관성을 더할 수 있을 것이라고 병원 측은 설명했다.병원 측은 질병관리본부와 국립과학수사연구원 등 관계 당국과도 유기적으로 협조해 신생아 사망 사고의 실체적 원인을 조속히 규명하는데 주력키로 했다.","○","신생아     집단사망"
"이대목동병원, '새로운 변화는 환자안전부터' … '환자안전의 날' 행사 개최","아시아투데이","2018.0699999999999","고려대의료원 최첨단융복합의학센터 조감도 10고려대학교의료원은 의료계 4차 산업혁명과 미래형 병원 실현을 위한 새로운 성장동력이 될 최첨단융복합의학센터(가칭) 기공식을 오는 26일 고대안암병원에서 갖는다. 사진은 센터 조감도 /제공=고대의료원 고려대학교의료원이 최첨단 의료기관으로 변모한다. 새로운 성장동력이 될 최첨단융복합의학센터(가칭)는 ‘의료계 4차 산업혁명 실현’을 모토로 병원 임상역량과 연구역량을 극대화하고 의료계의 새로운 패러다임을 불러올 집약체가 될 것으로 기대된다. 고대의료원은 이를 통해 ‘고난도 중증 환자에게 맞춤형 최적 진료를 제공하는 미래형 병원’을 실현하고 ‘의학 연구를 통한 의료 산업화 및 선순환투자구조’를 구현해 세계적 의료기관으로 발돋움하겠다는 목표다.21일 고대의료원에 따르면 오는 26일 고대안암병원 인근 부지에 최첨단융복합의학센터 건립 공사를 시작한다. 센터는 총면적 약 13㎡ 규모로, 3000억원의 공사비가 투입된다. 센터가 완공되는 2022년에는 고대안암병원(7만6000㎡)을 포함해 고대의료원 전체 규모가 지금보다 3배가량 커진다. 고대의료원은 안암·구로·안산병원 등 산하 의료기관 3곳의 의학연구역량을 센터에 집중할 예정으로, 미래 의학을 선도할 수 있는 연구시설도 갖춘다. 정밀 의학에 기반한 의료 서비스 현실화를 위해 암·심장·뇌혈관·희귀 난치성 질환과 관련한 새로운 치료법을 연구할 계획이다. 센터에서는 제약·의료기기·수술법·임상시험 등 실용학문 분야에 대한 연구도 진행된다. 고대의료원은 최첨단융복합의학센터 건립 후 인근 한국과학기술연구원(KIST)·한국과학기술원(KAIST)을 비롯한 국내 연구기관들과 협력 체계도 갖출 예정이다.김효명 고대의료원 의무부총장은 “지속적인 성장이 가능한 ‘선순환 투자 구조’를 갖춰 아직 국내 어떤 의료기관도 갖추지 못한 경쟁력을 확보하겠다”고 말했다. 이기형 고대안암병원 원장도 “최첨단융복합의학센터는 고대의료원의 발전뿐 아니라 ‘대한민국 미래 의학 100년’을 이끌어 나갈 역할을 충분히 할 것으로 자신한다”고 말했다.센터에는 생제 처방 이력과 추가 처방 등을 실시간으로 조언해주는 ‘에이브릴(Aibril) 항생제 어드바이저 AI’, 진료차트를 자동으로 인식해 입력하는 ‘진료차트 음성인식 AI’ 등 인공지능(AI)을 활용해 환자에게 정확한 진단과 최선의 치료를 제공할 수 있는 시스템이 도입된다. 또 환자 안전성·편의성을 높이기 위해 모든 병실이 6인 기준에서 4인 기준으로 운영된다. 병원 규모는 3배 가까이 늘어나지만 병상 수는 1051병상에서 1200병상으로 150병상가량 증가한다. 이 원장은 “병상당 면적 확대로 최선의 의료 서비스를 제공하고, 환자와 보호자를 위한 편의시설도 더 늘리겠다”며 “중환자실 및 수술실 확장·첨단 장비 도입·특성화센터 신설을 통해 의료 서비스의 수준을 한층 끌어올리겠다”고 밝혔다.","X",NA
"바른세상병원, '환자 안전·감염관리의 날' 행사 개최","아시아투데이","2018.0699999999999","고려대의료원 최첨단융복합의학센터 조감도 10고려대학교의료원은 의료계 4차 산업혁명과 미래형 병원 실현을 위한 새로운 성장동력이 될 최첨단융복합의학센터(가칭) 기공식을 오는 26일 고대안암병원에서 갖는다. 사진은 센터 조감도 /제공=고대의료원 고려대학교의료원이 최첨단 의료기관으로 변모한다. 새로운 성장동력이 될 최첨단융복합의학센터(가칭)는 ‘의료계 4차 산업혁명 실현’을 모토로 병원 임상역량과 연구역량을 극대화하고 의료계의 새로운 패러다임을 불러올 집약체가 될 것으로 기대된다. 고대의료원은 이를 통해 ‘고난도 중증 환자에게 맞춤형 최적 진료를 제공하는 미래형 병원’을 실현하고 ‘의학 연구를 통한 의료 산업화 및 선순환투자구조’를 구현해 세계적 의료기관으로 발돋움하겠다는 목표다.21일 고대의료원에 따르면 오는 26일 고대안암병원 인근 부지에 최첨단융복합의학센터 건립 공사를 시작한다. 센터는 총면적 약 13㎡ 규모로, 3000억원의 공사비가 투입된다. 센터가 완공되는 2022년에는 고대안암병원(7만6000㎡)을 포함해 고대의료원 전체 규모가 지금보다 3배가량 커진다. 고대의료원은 안암·구로·안산병원 등 산하 의료기관 3곳의 의학연구역량을 센터에 집중할 예정으로, 미래 의학을 선도할 수 있는 연구시설도 갖춘다. 정밀 의학에 기반한 의료 서비스 현실화를 위해 암·심장·뇌혈관·희귀 난치성 질환과 관련한 새로운 치료법을 연구할 계획이다. 센터에서는 제약·의료기기·수술법·임상시험 등 실용학문 분야에 대한 연구도 진행된다. 고대의료원은 최첨단융복합의학센터 건립 후 인근 한국과학기술연구원(KIST)·한국과학기술원(KAIST)을 비롯한 국내 연구기관들과 협력 체계도 갖출 예정이다.김효명 고대의료원 의무부총장은 “지속적인 성장이 가능한 ‘선순환 투자 구조’를 갖춰 아직 국내 어떤 의료기관도 갖추지 못한 경쟁력을 확보하겠다”고 말했다. 이기형 고대안암병원 원장도 “최첨단융복합의학센터는 고대의료원의 발전뿐 아니라 ‘대한민국 미래 의학 100년’을 이끌어 나갈 역할을 충분히 할 것으로 자신한다”고 말했다.센터에는 생제 처방 이력과 추가 처방 등을 실시간으로 조언해주는 ‘에이브릴(Aibril) 항생제 어드바이저 AI’, 진료차트를 자동으로 인식해 입력하는 ‘진료차트 음성인식 AI’ 등 인공지능(AI)을 활용해 환자에게 정확한 진단과 최선의 치료를 제공할 수 있는 시스템이 도입된다. 또 환자 안전성·편의성을 높이기 위해 모든 병실이 6인 기준에서 4인 기준으로 운영된다. 병원 규모는 3배 가까이 늘어나지만 병상 수는 1051병상에서 1200병상으로 150병상가량 증가한다. 이 원장은 “병상당 면적 확대로 최선의 의료 서비스를 제공하고, 환자와 보호자를 위한 편의시설도 더 늘리겠다”며 “중환자실 및 수술실 확장·첨단 장비 도입·특성화센터 신설을 통해 의료 서비스의 수준을 한층 끌어올리겠다”고 밝혔다.","X",NA
"[인터뷰] 박종훈 고대안암병원장, ""환자가 신뢰할 수 있는 안전한 병원 만들겠...","아시아투데이","2018.05","메인스테이션2 사본0문경제일병원은 간호.간병 통합서비스 병동을 개설 운영한다/제공=문경제일병원 경북 문경시 문경제일병원이 간호·간병 통합서비스 병동을 확대 개설했다. 21일 문경제일병원에 따르면 간호·간병 통합서비스는 적정한 간호인력 배치를 통해 전문적인 간호 제공과 병동 환경 개선 및 환자 안전관리 등 입원환자에게 간호와 간병을 모두 제공하는 프로그램이다.병원은 지난해 4월 경북 북부권 최초로 간호·간병 통합서비스 병동을 오픈한데 이어 본관 6층에 간호·간병 통합서비스 병동을 지난 20일부터 확대해 운영한다.간호·간병 통합서비스의 가장 큰 장점은 무엇보다 간병비로 인한 경제적 부담을 줄이고 보호자가 상주하지 않고도 환자에게 적정한 간병이 유지될 수 있다는 점이다. 고령층이 많은 농촌지역인 문경시는 보호자가 병원에서 돌봐줄 수 없는 경우가 많아 꼭 필요한 시스템이다.문경제일병원은 전동침대, 버튼형 콜벨 등을 구비, 환자와의 접근성을 높이기 위한 서브스테이션을 설치하고 면회실을 갖추는 등 병동 환경을 개선했고, 전담 코디네이터를 두어 보다 높은 양질의 의료서비스를 제공한다.김상헌 병원장은 “환자들의 안전과 쾌적한 병동생활, 감염예방, 간병비 부담 해소 등 그 목적에 맞는 최선의 서비스를 제공할 수 있도록 하겠다”고 말했다.","X",NA
"서울대병원, 가상현실로 축농중 수술 리허설","아시아투데이","2018.03","병문안객_출입통제0영남대병원(병원장 윤성수)은 9월 1일부터 전 병동 입구에 스크린 도어를 설치하고 병문안객을 통제한다./제공=영대병원 영남대학교병원은 1일부터 전 병동 입구에 스크린 도어를 설치해 병문안객을 통제한다. 무분별한 병문안 문화를 개선함으로써 제2메르스 사태를 막고 환자들의 안정과 빠른 치유를 위해서다. 병문안 허용 시간은 평일 오후 6시부터 8시까지, 휴일 오전 10시부터 12시, 오후 6시부터 8시까지다. 다만 △감기나 인플루엔자 등 호흡기질환자 △최근에 감염성 질환자와 접촉한 경험이 있는 사람 △급성 장 관계 감염이 있는 사람(설사, 복통, 구토 등) △피부에 병변이 있는 사람 △면역기능이 저하된 사람 △만 70세 이상의 노약자와 만 12세 이하의 아동과 임산부는 병문안이 제한된다.병문안 문화를 개선하기 위해서는 필히 손을 씻고 기침 예절을 준수해야 하며, 꽃과 화분과 같은 물품을 가져오지 않는 등 방문객들의 감염 예방수칙 준수가 필요하다. 또 병문안 허용 시간이더라도 친지와 동문회, 종교단체 등에서 단체 방문을 하는 경우, 병문안이 제한될 수 있다.","○","의료기관 감염관리"
"영남대병원, 만성폐쇄성폐질환 적정성 평가 1등급 획득","아시아투데이","2018.02","병문안객_출입통제0영남대병원(병원장 윤성수)은 9월 1일부터 전 병동 입구에 스크린 도어를 설치하고 병문안객을 통제한다./제공=영대병원 영남대학교병원은 1일부터 전 병동 입구에 스크린 도어를 설치해 병문안객을 통제한다. 무분별한 병문안 문화를 개선함으로써 제2메르스 사태를 막고 환자들의 안정과 빠른 치유를 위해서다. 병문안 허용 시간은 평일 오후 6시부터 8시까지, 휴일 오전 10시부터 12시, 오후 6시부터 8시까지다. 다만 △감기나 인플루엔자 등 호흡기질환자 △최근에 감염성 질환자와 접촉한 경험이 있는 사람 △급성 장 관계 감염이 있는 사람(설사, 복통, 구토 등) △피부에 병변이 있는 사람 △면역기능이 저하된 사람 △만 70세 이상의 노약자와 만 12세 이하의 아동과 임산부는 병문안이 제한된다.병문안 문화를 개선하기 위해서는 필히 손을 씻고 기침 예절을 준수해야 하며, 꽃과 화분과 같은 물품을 가져오지 않는 등 방문객들의 감염 예방수칙 준수가 필요하다. 또 병문안 허용 시간이더라도 친지와 동문회, 종교단체 등에서 단체 방문을 하는 경우, 병문안이 제한될 수 있다.","○","의료기관 감염관리"
