"경향신문","X__1","X__2","X__3","X__4","X__5"
"[동영상 뉴스]‘환자들의 외침’ 힐링이 된다","경향신문","2014.1199999999999","8일 서울 종각 엠스퀘어에 ‘환자 shouting 카페’ 에서 ‘샤우팅 그리고 그 이후’란 주제로 환자 가족들이 이야기 나누고 있다. “환자들의 불만이나 불평, 가슴속 상처들을 마음껏 이야기하고, 동병상련하고 함께 풀어가는 환자들의 소통공간이다” (안기종 한국환자단체연합회 대표)지난 2012년 첫회를 시작으로 13회째 맞은 ‘환자 shouting 카페’. 8일 저녁에는 ‘샤우팅 그리고 그 이후’라는 주제로 50여명의 청중들이 모여 이야기를 듣고 나눴다.앞서 이곳에서 마이크를 잡고 호소했던 손상현씨는 “도저히 넘지 못한 산이라고 생각했는데, 지금은 심적으로 많이 치유됐다”며 고마움을 전했다. 손씨는 2007년 교통사고를 당한 아들이 수술을 받으러 갔다가 병원의 문제로 피해를 봤던 일을 당해 이를 외치고 다른이들과 힐링하기 위해 카페를 찾게됐다. 함께 찾은 부인 오민영씨도 “(아들의 일에)억울하고 아픈 마음이 풀려 스스로 놀랐다. 샤우팅카페에 참여하는 분들도 그랬으면 좋겠다”고 덧붙였다.한국환자단체연합회가 주도하는‘환자 shouting 카페’에서 자문단으로 활동하는 권용진 서울시립북부병원 원장은 “처음에는 기대보단 답답함에 시작했다”며 “‘의사는 환자편’이 당연한 것이라고 생각한다”고 전했다. 권 원장은 병원내에서 발생하는 사고로부터 환자를 보호하기 위한 법안인 ‘환자안전법’ 제정에 힘을 쏟고 있다.서울 종각 엠스퀘어에 위치한 ‘환자 shouting 카페’에서 한달에 한번씩 계속 행사가 이어진다. 환자샤우팅카페 공식 홈페이지를 통해 더많은 공감을 함께 할수있다.","○","환자 shouting 카페"
"여수 백병원, 어깨관절 수술 1만건 돌파 ‘전문성 입증’","경향신문","2014.0699999999999","백창희 전남 여수 백병원장. 백 원장은 24일 어깨관절 수술 1만건 돌파를 기념해 강좌를 마련하는 등환자들과 꾸준히 소통하며 신뢰를 쌓아가고 있다.ㅣ나영석 기자호남권 최고 어깨 관절 전문병원 전남 여수백병원(원장 백창희)이 어깨관절 1만건의 수술을 성공리에 실시하는 등 ‘전문성’을 입증하고 있다.백 원장은 24일 “수도권 대학병원으로 환자가 몰리는 현상이 심각한 상황에서 이같은 성과를 낸 것은 전국 최고 수준의 의료서비스를 제공하기 위해 노력한 것이 주효했다”고 설명했다.여수백병원은 지난 2005년 2월 개원해 2012년 보건복지부로부터 호남권에서 유일하게 전국 ‘10대 어깨 관절 전문병원’으로 지정받았다.여수 백병원은 이어 올해 초 ‘환자 안전과 의료의 질 평가’를 통해 ‘인증 의료기관’을 획득하는 등 전국적 명성을 이어가고 있다.여수백병원은 이날 병원 로비에서 환자와 가족들을 대상으로 ‘어깨관절 수술 1만건 돌파 기념 90회 아카데미’를 열어 자축했다.백 원장은 이 자리에서 “어깨기능을 더 좋게 하는 치료 방법”이라는 내용을 중심으로 설명했다.그는 이어 “수술적 치료에 비해 수술하지 않고 치료한 경우도 5만5000여명에 달하고 있다”며 “어깨치료 방법도 살아있는 생물처럼 변하고 있다”고 말했다.병원 측은 이날 강의를 마친 뒤 입원 환자와 병원 직원들이 함께하는 ‘바베큐 파티’를 마련했다.","X",NA
"복지부, 인증기준 강화…내실화 병행해야","경향신문","2014.0999999999999","복지부는 지난 9월 경찰과의 합동단속 이후 요양병원인증기준을 강화했다. 화재안전에 대비한 스프링클러시설과 당직의료인기준 강화, 중간조사 등의 내용이 포함돼 있다. 이에 요양병원협회는 체계적 기준마련에는 동의하지만 이를 현실화하기 위한 지원도 필요하다고 주장했다.요양병원은 노인환자 돌봄서비스와 함께 결핵환자, 재활환자, 정신병동까지 운영되는 등 다양한 환자진료를 담당하고 있다. 의무인증제나 당직기준 강화 등을 논의하기에 앞서 요양병원의 구조를 들여다보고 그에 맞는 정책설립이 필요하다는 것이다.실제 우리나라 노인인구가 증가하면서 소화기질환, 심뇌혈관질환, 당뇨병, 관절염 등 만성질환 위주로 질병양상이 변화하고 있어 요양병원 증가는 당연한 흐름이다. 하지만 현재 전국 1265곳의 요양병원진료비는 상급종합병원 2~3곳과 비슷한 상황으로 종합병원에 해당하는 과도한 기준은 현실과 동떨어졌다는 의견도 많다. 이에 대해 노인요양병원협회 관계자는 “상급종합병원에 해당하는 기준을 무리하게 적용하기보다 요양병원에 맞는 시스템과 정책을 개발해 별도로 적용하는 것이 맞다”고 말했다.복지부 관계자는 “노인안전을 최우선으로 관리해야 하는 요양병원에서 의료서비스의 질이 떨어진다면 환자안전과 건강을 위해 문제점을 개선해야 하고 그렇지 않으면 퇴출하는 것이 맞다”고 강조했다.","○","요양병원인증기준"
"1만명 간호사, ‘한목소리’로 간호법 제정 촉구···정·관계 대거 참여","경향신문","2014.1099999999999","전국의 간호사와 간호대학생 1만여명이 간호정책선포식을 열고 7대 중점과제를 채택하는 등 단체행동에 나섰다.대한간호협회(회장 김옥수)는 지난 6일 오후 올림픽공원 SK핸드볼경기장에서 ‘2014 간호정책 선포식’을 열고 간호법 제정을 촉구했다. 또 환자안전과 적정의료비를 실현할 수 있는 선진국형 보건의료체계 확립을 위한 7대 중점과제를 제시했다.선포식에는 전국의 간호사와 간호대학생 1만여명이 참석했다. 선포식에서는 또 대한간호협회를 소개하는 동영상과 지난해 7월부터 전개되고 있는 간호법 제정을 위한 100만 서명운동 동영상이 상영됐다. 또 LED 댄스 퍼포먼스와 대북공연 퍼포먼스가 화려하게 펼쳐졌다.김무성 새누리당 대표최고위원은 “환자 안전과 국민 건강증진을 위해 간호사들의 역할이 더욱 중요해지고 있다. 간호사들의 웃음을 지켜줘야 한다고 생각한다”며 “국회가 간호사들이 업무에 보다 충실할 수 있도록 관련 법령을 정비하는데 힘을 모으겠다”고 약속했다.김춘진 보건복지위원장은 “대한민국 의료계는 눈부시게 발전하고 있다. 그 이면에는 순번을 정해 임신해야 할 정도로 간호사들의 많은 희생이 있었다”면서 “여야가 힘을 합해 간호인력 개편안에서 좋은 정책이 수립될 수 있도록 하겠다”고 밝혔다.이날 대한간호협회가 채택한 7대 중점과제는 △보호자가 필요 없는 포괄간호서비스 제도 성공적 정착 방안 △환자안전을 위한 간호관리료 차등제 개선 방안 △초고령사회, 간호서비스 개선을 위한 노인장기요양보험제도 개선 △‘고등교육법 일부 개정안’을 통한 의료인 양성 교육기관의 평가·인증제도 도입 △‘지역보건법’ 개정으로 보건소장과 보건의료원장의 임용에 대한 형평성 실현 △요양병원 당직의료인에 대한 유권해석 철회 및 간호인력 기준 강화 △치료가 아닌 예방을 중심으로, 금연에 대한 건강보험급여화 추진 등이다.이들은 아울러 ‘2015 서울 세계간호사대회’가 32만 간호사의 관심과 응원을 이끌어냄으로써 한국 간호의 국제적 위상을 높일 수 있는 성공적인 대회로 개최될 수 있도록 조직위원회 출범식도 진행했다.출범식에서 신경림 조직위원장(국회의원)은 환영사를 통해 “국민 건강과 국가발전에 주역이 되겠다는 지난 100여년의 원칙과 소신을 바탕으로 한 강력한 조직력과 리더십, 그리고 정부의 전폭적인 지원에 힘입어 2010년, 2015 서울 세계간호사대회를 유치하는 데 성공했다”면서 “이는 한국 간호 100년 역사의 저력과 간호사들의 뜨거운 성원, 정부의 전폭적인 지지가 어우러져 만들어 낸 성과”라고 말했다.","X",NA
"[기획연재-‘착한의술 펼치는 특화병원’]서울365mc병원-환자 안전시스템 갖춘...","경향신문","2014.0699999999999","개원 후 11년간 비만치료만 매진환자 만족도 위해 첨단장비 투자서울365mc병원은 2003년 개원 이래 11년간 오직 ‘비만치료’ 한 길을 걸어왔다. 오랜 기간 비만만을 연구하고 치료해 온 365mc는 환자들이 만족하고 신뢰할 수 있는 노하우를 갖춘 것은 물론 환자가 안심할 수 있는 병원이 되기 위해 노력하고 있다.서울365mc병원은 시술에서 지방흡입, 위밴드수술에 이르기까지 비만치료에 특화된 인프라와 첨단진료시스템을 갖췄다. 특히 서울365mc지방흡입병원은 총 11개의 전용수술실과 56개의 회복병상, 안전시설, 청결관리, 특수공간보유, 자가발전시설 등 대학병원급 안전시스템과 장비를 갖춘 비만 전문 의료기관이다.△복지부 의료기관 인증, 환자안전 최우선이제 병원은 실력을 넘어 ‘안전’이 새로운 화두로 떠오르고 있다. 환자생명과 직결되는 의료기관에서 체계적인 안전시스템과 만일의 사태에 대처할 수 있는 응급시스템은 무엇보다 중요하다. 따라서 안전관리와 응급시스템이 잘 갖춰졌는지 확인하는 것은 선택이 아닌 필수다.서울365mc병원은 환자안전을 최우선으로 고려해 무균수술시스템, 마취과전문의 상주, 첨단무균에어샤워, 집중회복센터, 자가발전시스템, 집도의 컨디션검증제 등 국제적 수준의 수술환경을 구축했다.이를 바탕으로 서울365mc병원은 올 4월 전문조사위원의 엄정한 현장조사와 서류심사과정을 거쳐 국내 비만 전문 의료기관으로는 최초로 보건복지부 의료기관인증을 획득했다. 서울365mc병원은 이번 인증을 통해 기본가치, 환자안전, 직원안전, 감염관리, 마취관리 등 총 300여개 항목에 대해 검증받았다. 또 그 과정에서 기존의 병원 중심이 아닌 환자안전을 최우선으로 고려한 병원으로 탈바꿈했다.서울365mc병원 김하진 병원장은 “이번 인증은 환자안전과 진료의 질 유지를 목표로 안전한 병원환경조성을 위해 노력한 끝에 이룬 뜻 깊은 결실”이라며 “비만수술에 대한 인프라 구축뿐 아니라 선진화된 의료시스템을 지속적으로 유지·발전시켜 나갈 것”이라고 밝혔다.△환자 만족하는 최첨단의료시스템서울365mc병원은 환자들이 만족할 수 있는 의료서비스를 제공하기 위해 투자를 아끼지 않고 있다. 특히 안전하고 만족스러운 수술결과를 위해 각종 첨단검사장비와 시설을 갖춘 아시아지역 최대 규모의 지방흡입수술 전 검사센터를 구축했다. 정확한 체형비율과 사이즈측정이 가능한 3D체형분석, 내장비만과 지방층두께까지 측정 가능한 초음파·CT 등을 도입해 모든 수술 전 검사가 가능하다.여기에 서울, 강남, 대전, 부산 등 각 센터에 독립적인 식이영양상담센터를 개설하고 전문 임상영양사의 1:1 맞춤상담을 실시, 근본적인 비만문제 해결이 가능하도록 했다.△소아비만강좌 등 다양한 사회공헌활동최근 서구화된 식생활과 운동량 부족으로 국내 소아·청소년들의 비만율이 급증하고 있다. 지난해 교육부 통계자료에 따르면 초·중·고 학생 100명 중 15명이 비만인 것으로 조사됐으며 도시보다 농촌지역 아이들의 비만도가 더 높은 것으로 나타났다.서울365mc병원은 비만치료 전문 의료기관으로서 역할과 책임을 다하기 위해 사회공헌활동에도 적극적으로 나서고 있다. 최근 심각한 문제로 대두되는 소아비만예방을 위한 ‘우리 아이 소.중.해’ 무료강좌를 올해부터 진행하고 있다.김하진 병원장은 “급증하고 있는 소아비만의 심각성을 알리고 올바른 치료방향을 제시하기 위해 이번 강좌를 기획하게 됐다”며 “앞으로도 소아비만무료강좌 개최 등 아동건강증진뿐 아니라 가족 구성원 모두의 복지증진, 나아가서는 국민 전체의 삶의 질을 높이는 데 중점을 두고 다양한 사회공헌활동을 펼칠 방침”이라고 말했다.■ 복지부가 인증한 8단계 안전관리시스템▲임상병리검사 : 임상병리검사를 통해 비만수술 전 기저질환을 확인하고 수술가능여부와 안전성을 확인한다.▲초음파&CT : CT 도입으로 숨어있는 지방층과 지방분포 정도에 따른 섬세한 차이까지 정확하고 면밀하게 진단할 수 있다.▲집도의 컨디션검증제 : 수술의료진을 대상으로 혈액검사, 기저질환검사 등 건강상태를 파악해 최상의 컨디션에서 수술이 이뤄지도록컨디션검증제를 시행한다.▲마취과 전문의 상주 : 환자안전을 고려해 비만수술 마취만을 집중적으로 다루는 마취과 전문의가 상주하는 등 위험에 철저히 대비하고 있다.▲무균수술시스템 : 수술의 모든 과정에 확실한 멸균안전시스템을 구축했다. 첨단에어샤워, 향균필터링공조시스템, 전용바닥재 등 청정무균의 수술실 환경을 갖추고 있다.▲더블체킹&Full PACS : 병원의 모든 시스템이 전산화 및 의료영상정보처리(Full PACS)시스템과 연동돼 있다. 마취와 수술단계에서 환자차트가 바뀌거나 잘못된 수술이 행해지지 않도록 수술실 내에서 고객명, 수술부위사진, 집도의 등을 확인할 수 있다.▲집중회복시스템 : 수술실 내에 지방흡입수술 직후 환자들을 위한 집중회복센터를 별도로 운영하고 있다. 수술 후 환자가 충분히 회복·안정될 때까지 1:1 집중모니터링을 실시한다.▲안전24시 시스템 : 혹시 모를 돌발상황에 대비하기 위해 마취과 전문의를 중심으로 심장제세동기시스템, 응급구조장비, 무정전전원공급시스템 등 각종 첨단의료장비를 갖췄다.","X",NA
"“진폐환자, 단백질 식사와 운동으로 근육량 늘여야”","경향신문","2014.0999999999999","근로복지공단과 함께하는 건강캠페인■ 근로복지공단 태백병원탄광지역에서 많이 발생하는 진폐증은 탄광업이 쇠퇴하고 안전지침이 강화됨에 따라 사라지는 추세다. 하지만 여전히 진폐증으로 고통 받는 환자가 남아있다. 올 7월 기준 전국 3081명의 진폐환자 중 입원환자는 2330명에 달하며 통원치료를 받는 사람은 751명이다.진폐증은 폐에 들어온 미세한 석탄가루 때문에 발생한다. 석탄가루가 폐조직에 쌓여 서서히 반흔을 만들고 이로 인해 호흡곤란, 기침, 가래, 식욕부진 등의 증상이 나타난다. 처음에는 증상이 없지만 시간이 갈수록 기침을 심하게 하고 검은색 가래가 나온다. 운동할 때 호흡곤란이 발생하며 증상은 점차 심해진다. 흡연은 진행을 더욱 빠르게 한다.진폐증환자들은 각종 합병증에 쉽게 노출될 수 있다. 합병증으로는 활동성폐결핵, 흉막염, 기흉, 기관지염, 기관지확장증, 폐기종, 폐성심, 마이코박테리아감염, 원발성폐암 등이다. 근로복지공단 태백병원 내과 김정미 과장(사진)은 “계속 석탄가루에 노출되면 심각한 합병증인 진행성전격성섬유증을 초래할 수 있다”며 “이 경우 원인물질에 더 이상 노출되지 않아도 진폐증이 더 진행될 수 있다”고 설명했다.진폐증은 질환정도를 파악하기 위해 흉부엑스레이검사와 폐기능검사를 시행한다. 동맥혈가스검사로 혈액 내 산소와 이산화탄소를 측정해 산소가 얼마나 효과적으로 전달되는지도 확인한다.김 과장은 “진폐환자는 반드시 금연해야 하고 가래배출을 위해 물을 많이 마셔야한다”며 “근육량이 줄면 호흡곤란이 더 심해지기 때문에 단백질 위주로 식사하고 매일 한시간정도 걷는 등 규칙적으로 운동해야 한다”고 당부했다.한편 근로복지공단 태백병원은 우리나라 최초의 산재전문종합병원으로 78년의 역사를 자랑한다. 태백병원은 국내 진폐증환자의 13% 정도를 치료, 가장 많은 환자를 돌보고 있다.이건원 병원장은 “우리나라 최초의 산업재해모태병원이라는 자긍심으로 최선의 진료와 최고의 서비스로 역할을 다할 것”이라고 말했다.환자 중심 쾌적한 환경맞춤형 재활치료 제공■ 근로복지공단 경기요양병원근로복지공단 경기요양병원은 넓은 부지에 푸른 수목으로 조성돼 쾌적한 요양을 위한 최상의 조건을 갖추고 있다. 보건복지부 인증의료기관으로 의료의 질, 시설, 장비, 환자안전수준 등을 대외적으로 인정받았다.병원은 전문재활치료클리닉을 운영하고 있어 개인별 증상에 따라 맞춤형 재활치료를 제공한다. 또 지역주민, 화성시 거주 외국인 등을 대상으로 무료진료, 건강체험관 운영 등 다양한 사회공헌활동도 활발히 진행한다. 이철환 병원장은 “경기요양병원은 환자 중심의 수준 높은 의료서비스를 제공하면서 산재환자와 지역주민의 건강을 지키는 공공의료기관 역할을 충실히 할 것”이라고 말했다.","X","진폐증"
"대전성모병원 ‘감염관리의 날’ 행사 개최","경향신문","2014.05","가톨릭대학교 대전성모병원은 26일 오전11시부터 감염관리의 날 행사를 개최했다.이번 행사는 환우와 내원객들을 대상으로 뷰 박스(View Box)를 통한 올바른 손씻기 체험과 직원들이 직접 참여한 감염관리 사진전, 손위생과 직원안전을 주제로 한 감염내과 박선희 교수의 특강으로 이뤄졌다.또 안전바늘 사용법, 보호장구 착용법 등 교직원 감염관리 체험이 열리는 등 다채로운 프로그램이 마련됐다.대전성모병원 박재만 병원장은 “감염관리의 날 행사를 통해 병원 내 환자 안전을 최우선하고 감염 예방의 중요성을 다시 한 번 생각해보는 자리가 됐다”고 말했다.▶더 많은 건강뉴스 보러가기","○","감염관리"
"전남대병원 ‘환자안전·감염관리행사’","경향신문","2014.05","전남대학교병원은 26일부터 4일간 제10회 환자안전 및 감염관리행사를 개최한다고 밝혔다.이번 행사는 환자안전과 감염 예방에 대한 직원과 환자의 인식을 제고시키고 질환치료효과를 높이기 위해 마련됐다. 행사에서는 환자안전지킴이 발대식, 환자참여 캠페인, 소독제 체험, 골든벨 행사, 포스터전시회 등 다양한 프로그램이 진행된다.김윤하 병원장 직무대행은 “매년 환자안전과 감염관리 예방법에 대한 유익하고 다양한 행사를 진행 중”이라며 “앞으로도 환자들이 안전하게 진료 받고 쾌유할 수 있는 환경을 조성하기 위해 더욱 노력할 것”이라고 밝혔다.","○","환자안전 및 감염관리행사"
"“친 재벌적 규제완화인 서비스산업 활성화대책 전면 반대”","경향신문","2014.0799999999999","건강세상네트워크 성명서 내고 반대 입장 표명보건의료 시민사회단체가 정부의 서비스산업 투자활성화 대책은 친 재벌 구제완화 정책이라며 전면 거부의 입장을 밝혔다.건강세상네트워크는 20일 '박근혜 정부의 서비스산업 투자활성화대책은 200만의 ‘의료민영화 반대’민의에 대한 선전포고이다'는 제목의 성명서를 발표하고 반대의 입장을 밝혔다.정부가 최근 발표한 서비스산업 투자활성화 대책을 보면 보건의료는 핵심유망 서비스산업으로서 의료법인 자법인, 투자개방형 외국병원, 의료기관 해외진출과 환자 유치, 메디텔 활성화 등을 포함하고 있다.또 이번에는 줄기세포와 유전자 치료제의 임상시험 조건을 풀고 신의료 기술을 조기에 적용하도록‘제한적 의료기술’선정을 완화하겠다고 밝혔다.이에 대해 건강세상네트워크는 ""이번 투자활성화대책을 보면 환자의 안전은 어디에도 없다""며 ""의과대학에 기술 지주 회사를 설립할 수 있게 하고 의료정보도 더 잘 ‘활용’ 할 수 있게 하겠다는 것은 모두가 아는 바와 같이 이는 기존의 의료 민영화 정책을 한층 강화하겠다는 선전포고와 같은 것""이라고 비판했다.또 ""정부가 말하는 투자활성화 조치로 의료기관을 이용하는 환자는 더 많은 비용을 부담해야 한다""며 ""투자 활성화와 영리적 부대사업을 확대하는 조치로 환자비용 부담은 늘지만 환자안전이나 의료서비스 질은 낮아지고 일하는 사람들의 근로조건도 더 악화될 것이 분명하다""고 강조했다.이에 건강세상네트워크는 ""우리 단체는 이번 투자활성화 대책을 전면 거부하며 시민들과 함께 정부의 일방통행 식, 친재벌 규제 완화와 의료민영화를 막기 위한 싸움을 멈추지 않을 것임을 천명한다""고 밝혔다.▶더 많은 건강뉴스 보러가기","X","서비스산업"
"유방암 등 6개 항암요법 8월부터 건강보험 적용","경향신문","2014.0699999999999","유방암, 직장암, 다발성골수종 등 총 6개 항암요법 치료에 오는 8월부터 건강보험이 적용될 예정이다.건강보험심사평가원은 14일 6개 항암요법의 보험적용을 위한 ‘암환자에게 처방<U+2024>투여하는 약제에 대한 요양급여의 적용기준 및 방법에 관한 세부사항’ 개정안을 예고했다.보험적용 예정인 항암요법은 유방암 3개 요법, 직장암 1개 요법, 다발성골수종 2개 요법 등 총 6개 요법이다.현재 허가초과 항암요법은 안전성·유효성이 충분히 확립돼 있지 않지만 반드시 필요한 경우 다학제적 위원회가 설치된 일부 병원에 국한해 심평원장이 인정하는 범위 내에서 제한적으로 사용할 수 있다.다학제적 위원회는 혈액종양내과 전문의, 혈액종양분야 소아청소년과 전문의, 암 관련 외과계 전문의, 방사선종양학과 전문의로 구성된다.이번 6개 항암요법은 심평원 암질환심의위원회에서 국내 허가초과 항암요법 중 3년 이상 사용했고 100례 이상 임상경험이 축적된 총 11개 요법에 대해 후향적 평가연구를 실시한 결과 최종 선정됐다.심평원 조정숙 약제관리실장은 “허가초과 항암요법의 보험적용이 환자치료 시 선택의 폭 확대는 물론 암환자의 경제적 부담이 완화될 것으로 기대된다”며 “앞으로도 지속적인 후향적 평가를 통한 임상근거 축적으로 환자안전과 건강보험 보장성 확대를 위해 노력할 것”이라고 말했다.▶더 많은 건강뉴스 보러가기","X","보험적용"
"고대구로병원, 지역의약품 안전센터 선정","경향신문","2014.01","약물부작용 예방시스템으로 안전한 약물복용에 앞장고대구로병원은 지난 2월 한국의약품안전관리원으로부터 지역의약품안전센터로 선정됐다고 밝혔다.안전센터는 약물부작용을 감시를 위해 해마다 지정 받으며 전국 27곳에 불과하다.이번 선정에 따라 구로병원은 원내외 약물부작용을 체계적으로 수집해 평가하고 약물부작용 관리와 재투여 방지를 위한 시스템을 구축해 환자안전을 책임진다.허규영 지역의약품안전센터장(호흡기알레르기내과 교수)은 “기존에 구축했던 약물부작용 모니터링과 보고시스템을 더 개선하고 원내외 협력체계를 확대해 안전한 약물복용이 정착될 수 있도록 최선을 다하겠다”고 말했다.▶더 많은 건강뉴스 보러가기","○","지역의약품안전센터"
"병협-요양병협, 장성 화재사고 관련 적극 협력","경향신문","2014.05","28일 새벽 전남 장성군 소재 요양병원에서 발생한 화재로 21명이 숨지는 등 사상자가 발생했다.이에 대해 대한병원협회와 대한노인요양병원협회는 희생자 가족 등에게 위로의 말을 전하고 환자안전관리에 만전을 다해 이 같은 사고가 재발하지 않도록 최선의 노력을 기울이겠다고 밝혔다.병협 박상근 회장은 “각급 병원의 자체 화재안전점검시스템을 점검토록 하고 화재뿐 아니라 전기, 가스 등 안전관리체계를 수시로 점검하는 방안을 보건복지부와 추후 협의하겠다”고 말했다.또 병협은 전공의 수련병원 병원신임평가 문항에 화재예방 자체점검계획과 소방시설·피난시설, 방화시설 점검·장비계획을 수립하도록 정하고 있다. 평가과정에서 소방 등 안전보건관리 규정의 이행실태를 철저히 확인해 적극 반영할 방침이다.▶더 많은 건강뉴스 보러가기","○","요양병원화재"
"[뜨는 센터]이대목동병원 위암·대장암협진센터 ‘치료내시경 클리닉’","경향신문","2015.1199999999999","2006년부터 치료내시경 선도…위·대장암 조기 퇴치 으뜸9월 우수내시경실 인증…분야별 협진시스템 최대 강점이대목동병원 위암·대장암협진센터는 환자안전을 최우선으로 하고 있다.통계청의 ‘2014년 사망원인통계’에 따르면 한국인 주요사망원인으로 ‘암’이 꼽혔고 그중 위암과 대장암발병률이 가장 높았다. 맵고 짠 것을 좋아하는 식습관 때문에 위암과 대장암에 노출될 위험이 큰 것. 실제로 우리나라는 위암발생 1위 국가다.위암과 대장암에 대한 경각심이 높아지면서 조기에 위암을 찾아내 간편한 시술로 치료하는 ‘치료내시경시술’이 각광받고 있다. 특히 이대목동병원 위암·대장암협진센터 내 치료내시경클리닉은 올해 9월 대한소화기내시경연구재단이 시행하는 우수내시경실 인증을 획득했다.위암·대장암협진센터 심기남 교수(소화기내과)는 “내시경으로 조기위암을 치료하면 입원기간이 짧고 회복이 빠르다”며 “무엇보다 본인의 위로 평생 살 수 있어 삶의 질 측면에서 매우 장점이 많다”고 강조했다. 실제로 최근 열린 소화기내시경학회에서는 조기위암을 치료내시경과 수술로 치료했을 때 5년 평균생존율과 재발률에서 차이가 없다는 내용이 발표됐다.대장도 마찬가지다. 위암·대장암협진센터 김성은 교수(소화기내과)는 “대장용종이 점막과 점막하층에 있는 경우 치료내시경으로 제거하는 것이 장(張)조직을 살리는 등 환자에게 이점이 많다”고 말했다.이대목동병원 위암·대장암협진센터의 시스템과 의료진은 환자안전에 최적화돼있다. 이미 2006년부터 치료내시경을 선도해온 것. 김성은 교수는 “현재 우리센터에 소속된 의료진대다수가 각종 학회에 활발히 참여하고 있어 최신정보력과 기술을 바탕으로 양질의 진료를 제공하고 있다”고 강조했다.무엇보다 큰 자랑은 의료진이 똘똘 뭉쳐 협진에 나선다는 점이다. 위·대장 의료진은 물론 영상의학과, 혈액종양내과, 방사선종양학과, 병리과 등 분야별 전문의료진의 협진으로 환자에게 최적의 치료법을 적용하는 통합진료시스템을 구현한 것. 심기남 교수는 “우리 병원의 가장 큰 자랑은 따뜻한 마음이 담긴 인술”이라며 “그래서 환자가 또 다른 환자에게 추천하는 병원으로 유명하다”고 밝혔다.","X","광고"
